,Line_Lyrics,NumWords,Normalize_Lyrics
16513,this is not a swan song,6,this not swan song
16514,this is not a swan song swan dive,8,this not swan song swan dive
16515,this is not a this is not a swan song,10,this not this not swan song
16516,this is not a this is not a swan swan song,11,this not this not swan swan song
16517,we just gotta we just gotta,6,just gotta just gotta
16518,this is not a this is not a swan song swan song swan dive,14,this not this not swan song swan song swan dive
16519,yeah its a new life,5,yeah its new life
16520,real fantasy wishing it was make believe oh,8,real fantasy wishing was make believe
16521,what is the reason of doing nothing at all watching it fall ,12,what the reason doing nothing all watching fall
16522,the flicker burning you know the time is running running out,11,the flicker burning you know the time running running out
16523,only i see oh the diamonds diamonds breaking down,9,only see the diamonds diamonds breaking down
16524,i wont stay quiet i wont stay quiet,8,wont stay quiet wont stay quiet
16525,cause staying silents the same as dying,7,cause staying silents the same dying
16526,i wont stay quiet the flickers burning now,8,wont stay quiet the flickers burning now
16527,this is not a this is not a swan song,10,this not this not swan song
16528,this is not a this is not a swan song,10,this not this not swan song
16529,we just gotta we just gotta,6,just gotta just gotta
16530,this is not a this is not a swan song swan song swan dive,14,this not this not swan song swan song swan dive
16531,yeah its a new life,5,yeah its new life
16532,this is not a this is not a swan swan song,11,this not this not swan swan song
16533,this is not a this is not a swan swan song,11,this not this not swan swan song
16534,we just gotta we just gotta hold on tonight,9,just gotta just gotta hold tonight
16535,this is not a this is not a swan song swan song swan dive,14,this not this not swan song swan song swan dive
16536,yeah its a new life,5,yeah its new life
16537,swan song,2,swan song
16538,this is not a this is not a swan song,10,this not this not swan song
16539,we just gotta we just gotta,6,just gotta just gotta
16540,this is not a this is not a swan song swan song swan dive,14,this not this not swan song swan song swan dive
16541,yeah its a new life,5,yeah its new life
16542,this is not a this is not a swan song swan song swan dive,14,this not this not swan song swan song swan dive
16543,verse 1,2,verse
16544,i could live without love sometimes,6,could live without love sometimes
16545,sometimes i can cry without pain,6,sometimes can cry without pain
16546,live a life of freedom somewhere,6,live life freedom somewhere
16547,a black raindrop for a sword,6,black raindrop for sword
16548,pre chorus,2,pre chorus
16549,this room is full of faces,6,this room full faces
16550,like the stars in a raindrop high red eyes,9,like the stars raindrop high red eyes
16551,chorus,1,chorus
16552,cry cry cry for you,5,cry cry cry for you
16553,cry cry cry for you,5,cry cry cry for you
16554,like a baby in the cradle sucking its mother,9,like baby the cradle sucking its mother
16555,out the water into the raindrop,6,out the water into the raindrop
16556,verse 2,2,verse
16557,why a world of fear and misery,7,why world fear and misery
16558,when you can see signs of redemption,7,when you can see signs redemption
16559,hear common man cry for help,6,hear common man cry for help
16560,we gotta look inside,4,gotta look inside
16561,pre chorus,2,pre chorus
16562,heard a stranger cry out,5,heard stranger cry out
16563,his tears wеre so old,5,his tears wre old
16564,chorus,1,chorus
16565,cry cry cry for you,5,cry cry cry for you
16566,cry cry cry for you,5,cry cry cry for you
16567,like a baby in the cradlе sucking its mother,9,like baby the cradl sucking its mother
16568,out the water into the raindrop,6,out the water into the raindrop
16569,bridge,1,bridge
16570,do you hold their eyes as they go by ,9,you hold their eyes they
16571,will they admire my aching hand ,6,will they admire aching hand
16572,chorus,1,chorus
16573,cry cry cry for you,5,cry cry cry for you
16574,cry cry cry for you,5,cry cry cry for you
16575,like a baby in the cradle sucking its mother,9,like baby the cradle sucking its mother
16576,out the water into the raindrop,6,out the water into the raindrop
16577,verse 1,2,verse
16578,she would meet jesus in the end,7,she would meet jesus the end
16579,you can cry you can scream you can fly,9,you can cry you can scream you can fly
16580,hey i bet your fingers are burning,7,hey bet your fingers are burning
16581,your eyes look so much like the sky ,8,your eyes look much like the sky
16582,pre chorus,2,pre chorus
16583,cry to your angels,4,cry your angels
16584,for giving me this chance just tonight,7,for giving this chance just tonight
16585,chorus,1,chorus
16586,all of us should know that,6,all should know that
16587,so let this be the cry,6,let this the cry
16588,all humanity should cry,4,all humanity should cry
16589,silver raindrop are opening wide,5,silver raindrop are opening wide
16590,verse 2,2,verse
16591,i could live without love sometimes,6,could live without love sometimes
16592,sometimes i can cry without pain,6,sometimes can cry without pain
16593,live a life of freedom somewhere,6,live life freedom somewhere
16594,and i hope i sound tragic,6,and hope sound tragic
16595,pre chorus,2,pre chorus
16596,does she let me know that i cry,8,does she let know that cry
16597,does she know how much it kills me,8,does she know how much kills
16598,chorus,1,chorus
16599,all of us should know that,6,all should know that
16600,so let this be the cry,6,let this the cry
16601,all humanity should cry,4,all humanity should cry
16602,silver raindrop are opening wide,5,silver raindrop are opening wide
16603,bridge,1,bridge
16604,black raindrop raining down on me,6,black raindrop raining down
16605,black raindrop raining down on me,6,black raindrop raining down
16606,chorus,1,chorus
16607,all of us should know that,6,all should know that
16608,so let this be the cry,6,let this the cry
16609,all humanity should cry,4,all humanity should cry
16610,silver raindrop are opening wide,5,silver raindrop are opening wide
16611,verse 1,2,verse
16612,and i will cry in the rain,7,and will cry the rain
16613,i am a lonely boy,5,lonely boy
16614,calling home to you again,5,calling home you again
16615,i watch the raindrop and the moon,7,watch the raindrop and the moon
16616,pre chorus,2,pre chorus
16617,and what about the sunrise ,5,and what about the sunrise
16618,is it over for all concerned ,6,over for all concerned
16619,chorus,1,chorus
16620,a raindrop with a lovely cap,6,raindrop with lovely cap
16621,the steel towers of blue and white,7,the steel towers blue and white
